id,text,task
14206,presidenta del grupo parlamentario por los derechos de las personas en movilidad humana da la bienvenida los representantes del la comunidad migrante conectada para hablar de,no violencia política de género
14207,se nota la tristeza de los acontecimientos,no violencia política de género
14208,te acuerdas cuando era caja chica de correa jajaja sales hecha la defensora del pueblo,no violencia política de género
14209,ustedes ni con las manos en la masa aceptaran una culpa sinvergüenzas,violencia política de género
14210,vaya bocazas de esta señora es decir no pagaron al iess durante toda su década robada ahora sale decir esto,no violencia política de género
14211,debe tener cuidado con los prestadores externos son aseguradores privados en espera de la debacle final del deben auditar los pagos con convenios tarifarios verificación de pacientes atendidos nro de veces un mismo pacte procedimientos clínicos con hc en mano,no violencia política de género
14212,el cadáver de la novia,violencia política de género
14213,aquí tienes el que decía que el e s tenía superhabit plata de sobra que no era necesario provisionar este fue quien realizó cabo la tumba del e s,no violencia política de género
14214,por qué no fiscalizaste durante todos los años que robó el homosexual de correa,no violencia política de género
14215,trabajen trabajen trabajen por favor hagan algo ya estamos hartos no ejecutan nads,no violencia política de género
14216,asambleísta holguin ahora te preocupa el iess cuando tu patrón el profugo delincuente secuestrador mameluco utilizó como el los llamó esos fonditos te callaste lo apoyaste rata correista eres una vergüenza nacional,violencia política de género
14217,la deuda aparece porque un seudo economista de apellido correa retiró fondos de nuestra institución luego no canceló las obligaciones pendientes del estado caretucos,no violencia política de género
14218,jajajajajajaja se pasan de sinvergüenzas,violencia política de género
14219,este señor nunca dejará nadie gobernar sino es el nadie vale hasta cuando va dejar de molestar es un mal que ecuador lo tiene vivo políticamente porque desgraciadamente los pobres piensas que el gobierno es un sistema de vida,no violencia política de género
14220,cuántos de esos dineros son de la década robada seis serios,no violencia política de género
14221,cínicos miserables que creen que ya nos olvidamos que fue su presidente través del esbirro de espinosa quienes trataron de desconocer la deuda del estado con el iess nos creen cojudos ahora hechos los preocupados si fueron ustedes lacras quienes quebraron al iess,violencia política de género
14222,no sería mejor la destitución de una ves por parte de uds digo,no violencia política de género
14223,habla quién destruyó barrio todo el poco dinero que tenía la federación deportiva del guayas pillos sinvergüenzas,violencia política de género
14224,payasa el hp de tu mameluco es el causante de todo eso sales con declaraciones estupidas,violencia política de género
14225,calavera andante fea con de fundillo correista corrupta no sabes lo que hablas hp,violencia política de género
14226,marcelita cuanto sacó tu presi diario del iess dile prófugo que responda si tu no sabes,no violencia política de género
14227,que cojones es todxs escriba bien,no violencia política de género
14228,es el colmo de la desfachatez eres te haces la estúpida tu amo correa no pagó desde el al iess no seas tarada,violencia política de género
14229,te pasas de sinvergüenza si fue tu patrón el que dejó de aportar lo que les correspondia cómo estado dejo de pagar la deuda del estado ustedes su se pasan de sinvergüenzas,violencia política de género
14230,en la vicepresidenta expone que el proyecto de ley tiene una importante razón de ser ya que otorga incentivos los pescadores artesanales añade que es una actividad importante en la economía de las familias ecuatorianas,no violencia política de género
14231,total culpa de correa total,no violencia política de género
14232,cuánto la de,no violencia política de género
14233,que toda tu banda devuelva lo robado bruta,violencia política de género
14234,hoy miércoles oct las de la noche en voces del sur conversan sobre la conmemoración del centenario del de noviembre en facebook live conectate difundelo comparte,no violencia política de género
14235,lazo solo tienes un camino renuncia ya qué no vales para el carajod,no violencia política de género
14236,si pero no va venir el prófugo de tu hermano haz lo te dé la gana devuelve lo robado de la década robada sinverguenza,violencia política de género
14237,uds crean inseguridad de país por desestabilización permanente por no hacer leyes favorables al pueblo,no violencia política de género
14238,aquí están la gran mayorías de los partidos políticos del ecuador están contaminados por el narcotráfico,no violencia política de género
14239,tu amo desfalco el aún así osas opinar de esa institución no eres cara de tuco eres cara de piedra,violencia política de género
14240,de nuevo los caretucos rateistas choreistas se llevaron el dinero del iess si el iess tenía ruedas se llevaban con todo pillos,no violencia política de género
14241,morticia dile al profugo ratael correa que venga pagar los prestamos que hizo al iess este energúmeno fue quien nos quito los aportes al iess usted póngase trabajar por que en su l xico no existe esa palabra sinverguenzas,violencia política de género
14242,claro pero para sus bonos de la deuda externa si al,no violencia política de género
14243,quien le robo plata al iess dejo de aportar díganos señora alfombra de correa,violencia política de género
14244,no permitiremos dice la borrega que permitió aplaudiendo el robo del jefe de la robolución,violencia política de género
14245,pero diga desde cuando es la deuda ya se olvidaron cuando mandaron eliminar mil millones de los estados financieros dejaron de pagar los millones,no violencia política de género
